NO,SerialNumber,Model,ModelNumber,StartDate,AssemblyOrder,EndDate,Country
588,XXXN0611,Y220LC-9S,4173,2017-01-31,110,1900-01-02,Myanmar
589,XXXN0612,Y220LC-9S,4174,2017-01-31,120,1900-01-02,Vietnam
590,XXXN0613,Y220LC-9S,4175,2017-01-31,130,1900-01-02,Sudan
591,XXXN0614,Y220LC-9S,4176,2017-01-31,140,1900-01-02,Myanmar
592,XXXN0615,Y140W,1834,2017-01-31,150,1900-01-02,Korea
593,XXXN0616,Y220LC-9S,4177,2017-01-31,160,1900-01-02,Myanmar
594,XXXN0617,Y220LC-9S,4178,2017-01-31,170,1900-01-02,Sudan
595,XXXN0618,Y220LC-9S,4179,2017-01-31,180,1900-01-02,Myanmar
596,XXXN0619,Y220LC-9S,4180,2017-01-31,190,1900-01-02,Myanmar
597,XXXN0620,Y140W,1835,2017-01-31,200,1900-01-02,Korea
598,XXXN0621,Y220LC-9S,4181,2017-01-31,210,1900-01-02,Sudan
599,XXXN0622,Y220LC-9S,4182,2017-01-31,220,1900-01-02,Malaysia
600,XXXN0623,Y220LC-9S,4183,2017-01-31,230,1900-01-02,Malaysia
601,XXXN0624,Y220LC-9S,4184,2017-01-31,240,1900-01-02,Sudan
602,XXXN0625,Y140W,1836,2017-01-31,250,1900-01-02,Korea
603,XXXN0626,Y220LC-9S,4185,2017-01-31,260,1900-01-02,Laos
604,XXXN0627,Y220LC-9S,4186,2017-01-31,270,1900-01-02,Laos
605,XXXN0628,Y220LC-9S,4187,2017-01-31,280,1900-01-02,Sudan
606,XXXN0629,Y220LC-9S,4188,2017-01-31,290,1900-01-02,Laos
